addr,category,context,id1,name,rank,x,y
전라남도 장흥군 용산면 상발리 산225,"여행,명소,섬",,1527587809,소등섬,11,34.6046321,127.0047067
전라남도 장흥군 용산면 관지리 381,"여행,명소,관광농원,팜스테이",,37808695,정남진아카데미,14,34.6148922,126.9292819
전라남도 장흥군 안양면 수문리 8,"숙박,호텔","워터파크,실내수영장,워터슬라이드,편안한,힐링",11728887,스파리조트 안단테,7,34.638179,127.042804
전라남도 장흥군 안양면 수문리,"여행,명소,해수욕장,해변","해변,캠핑,공원,이국적,경치",13491694,수문해수욕장,4,34.6351066,127.0347808
전라남도 장흥군 관산읍 옥당리,"여행,명소,도립공원",,17036644,천관산도립공원,19,34.548412,126.930201
전라남도 장흥군 관산읍 삼산리 1544-9,"여행,명소,전망대","전망대,굴구이,조개구이,웅장한,경치",20340062,정남진전망대,2,34.5117999,126.9746808
전라남도 장흥군 관산읍 농안리 산72-1,"자연명소,휴양림,산림욕장","휴양림,캠핑,억새밭,등산,물놀이장",11491064,천관산자연휴양림,3,34.5453115,126.9019286
전라남도 장흥군 관산읍,"여행,명소,산,고개","억새밭,등산,국립공원,편안한,단풍",11491532,천관산,6,34.5316687,126.919696
전라남도 장성군 황룡면 황룡리 171,"여행,명소,기념물","경치,고즈넉한,산책,나들이,데이트",17163199,요월정원림,15,35.2776213,126.7460527
전라남도 장성군 황룡면 필암리 378-379,"여행,명소,문화,유적","유물,테마파크,경치,고즈넉한,편백나무숲",13298993,필암서원,14,35.3105455,126.7517158
전라남도 장성군 황룡면 아곡리 384,"여행,명소,테마공원","테마파크,캠핑,카라반,편안한,나들이",13418891,홍길동 테마파크,5,35.3197606,126.726302
